time,Nose_x,Nose_y,Nose_conf,LEye_x,LEye_y,LEye_conf,REye_x,REye_y,REye_conf,LEar_x,LEar_y,LEar_conf,REar_x,REar_y,REar_conf,LShoulder_x,LShoulder_y,LShoulder_conf,RShoulder_x,RShoulder_y,RShoulder_conf,LElbow_x,LElbow_y,LElbow_conf,RElbow_x,RElbow_y,RElbow_conf,LWrist_x,LWrist_y,LWrist_conf,RWrist_x,RWrist_y,RWrist_conf,LHip_x,LHip_y,LHip_conf,RHip_x,RHip_y,RHip_conf,LKnee_x,LKnee_y,LKnee_conf,RKnee_x,RKnee_y,RKnee_conf,LAnkle_x,LAnkle_y,LAnkle_conf,RAnkle_x,RAnkle_y,RAnkle_conf,x_min,y_min,x_max,y_max,walk_name,fps,start_frame,width,height,patient_id,is_backward,walk_id,detector
0,90.6583,13.58921,0.7458028,95.32914,6.582926,0.7596334,85.98746,8.918352,0.8083503,97.66458,-0.423353,0.8667761,76.64572,4.2475,0.8883431,114.0125,15.92463,0.8460438,71.97488,20.59549,0.8015708,137.3668,48.62062,0.9365077,69.63944,50.95604,0.7727008,128.0251,81.31659,0.7961943,69.63944,76.64574,0.8517516,114.0125,100,0.8022398,85.98746,100,0.8047979,116.348,153.7148,0.8213103,85.98746,151.3794,0.8350332,116.348,200.4234,0.835505,90.6583,195.7525,0.8969456,69.63944,-0.423353,137.3668,200.4234,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
0.0332712,87.32568,12.43223,0.741316,89.63013,7.823398,0.7397166,82.71686,10.12781,0.8037447,96.5434,0.910152,0.8642493,75.80365,5.518982,0.8635591,114.9787,17.04106,0.8612753,73.49921,19.34547,0.8088387,138.0228,46.99845,0.9366961,71.19482,49.30287,0.7820548,128.8052,79.26026,0.8239707,71.19482,76.95584,0.796784,114.9787,100,0.773706,85.0213,100,0.7983704,117.2831,153.0015,0.8164421,85.0213,153.0015,0.8471218,114.9787,199.0898,0.833325,89.63013,194.481,0.8654681,71.19482,0.910152,138.0228,199.0898,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
0.0665425,89.54484,12.87365,0.7808434,94.19163,8.226907,0.7487969,84.8981,8.226907,0.8481147,98.83835,-1.066569,0.8513585,75.60465,5.903539,0.8741726,115.1019,15.19701,0.8416691,73.28129,19.84376,0.8119376,138.3356,47.72419,0.9397768,70.95791,50.04756,0.7705172,129.0421,77.92799,0.8511567,70.95791,77.92799,0.8139232,115.1019,101.1617,0.7792423,84.8981,98.83831,0.7958285,115.1019,152.2758,0.8236282,87.22146,152.2758,0.8489267,115.1019,198.7432,0.8301491,89.54484,194.0965,0.8784121,70.95791,-1.066569,138.3356,198.7432,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
0.0998137,94.18045,13.87036,0.7700585,94.18045,9.214704,0.7697098,87.19693,9.214704,0.8325695,98.83609,-0.09661,0.8567241,75.55783,6.886873,0.8876677,115.1309,16.19819,0.8542935,73.23001,20.85384,0.8214628,138.4092,48.78778,0.9432417,68.57431,51.11561,0.7715085,129.0979,79.04955,0.8485891,70.90213,79.04955,0.8255922,115.1309,100,0.7855568,84.86911,100,0.8019125,115.1309,153.5401,0.8118481,87.19693,153.5401,0.8358908,115.1309,202.4244,0.8389055,89.52481,195.441,0.8858643,68.57431,-0.09661,138.4092,202.4244,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
0.133085,89.57211,14.25946,0.8240283,94.2067,9.624835,0.7864538,84.93747,9.624835,0.8839839,98.84134,0.35559,0.8492823,75.66824,4.990215,0.8843326,115.0625,16.57677,0.8648899,73.35092,21.2114,0.8379965,138.2357,49.01914,0.9412909,71.0336,51.33645,0.7737362,126.6491,79.14419,0.8757915,71.0336,76.82688,0.8090785,115.0625,100,0.7865985,84.93747,100,0.8075154,115.0625,153.2982,0.8050901,84.93747,150.9809,0.8399445,115.0625,199.6444,0.8279912,89.57211,195.0098,0.8762066,71.0336,0.35559,138.2357,199.6444,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
0.166356,95.33933,11.44708,0.7896256,97.66965,6.786397,0.8275734,88.3483,9.116738,0.8612454,99.99996,-0.204623,0.8454425,76.69657,6.786397,0.8896669,116.3123,16.10776,0.8611454,74.36624,20.76844,0.8222992,139.6158,48.73252,0.9461662,72.03592,51.06286,0.7669703,127.9641,79.02694,0.8720093,72.03592,79.02694,0.8153427,113.982,100,0.7923542,86.01797,100,0.8065693,116.3123,153.5978,0.8182737,86.01797,153.5978,0.8406584,116.3123,200.2046,0.850293,90.67862,195.5439,0.883251,72.03592,-0.204623,139.6158,200.2046,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
0.199627,90.74787,14.41781,0.7477189,93.06092,7.478712,0.7201462,86.12183,9.791743,0.8237425,97.68702,0.539614,0.8432562,76.8697,5.165678,0.8736341,116.1912,16.73084,0.8617515,74.55665,21.3569,0.8303541,139.3216,49.11329,0.9482439,72.24366,51.42633,0.7676689,127.7564,79.18271,0.8818322,72.24366,79.18271,0.8124262,113.8782,100,0.7903417,86.12183,100,0.8028856,116.1912,153.1997,0.813715,86.12183,153.1997,0.8331469,116.1912,201.7734,0.8489149,90.74787,194.8343,0.8679951,72.24366,0.539614,139.3216,201.7734,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
0.232899,90.83609,15.23375,0.7628813,93.12704,8.360811,0.7441987,86.25412,10.65179,0.8351974,97.70901,-0.80311,0.8513697,77.09018,6.06983,0.8657934,116.0368,15.23375,0.8696815,74.79922,19.81571,0.8279548,138.9467,47.30746,0.9394323,72.50821,49.59844,0.787782,127.4917,79.38118,0.8816774,70.21725,79.38118,0.7911011,113.7459,100,0.7744998,86.25412,100,0.7949039,116.0368,152.6925,0.8212853,86.25412,152.6925,0.8385057,116.0368,200.8031,0.8359107,90.83609,196.2211,0.8610409,70.21725,-0.80311,138.9467,200.8031,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
0.26617,90.71606,14.12359,0.7876083,93.03698,9.481624,0.757435,86.07409,9.481624,0.8443928,97.67895,0.197688,0.8477053,76.79016,4.839656,0.8766707,113.9259,16.44458,0.8439821,72.14819,21.08654,0.8053586,137.1357,48.93835,0.9399601,69.82715,48.93835,0.7820835,125.5307,81.43212,0.8761508,69.82715,76.79016,0.8503868,113.9259,100,0.7943025,86.07409,100,0.8123124,116.2468,153.3826,0.8152621,86.07409,151.0616,0.8314546,113.9259,199.8023,0.8330538,88.39502,195.1603,0.8948511,69.82715,0.197688,137.1357,199.8023,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
0.299441,88.36337,13.88894,0.794725,93.01803,9.234284,0.757811,83.70871,11.56161,0.8570809,97.6727,-0.075019,0.8741102,76.72671,4.579633,0.8915632,113.964,16.21626,0.8484346,72.07211,20.87091,0.8367966,137.2372,48.79882,0.9421584,67.41745,48.79882,0.7972002,127.928,81.38138,0.8640583,69.74478,76.72674,0.8722423,113.964,100,0.7965746,86.03604,100,0.8156738,116.2913,153.5285,0.8244531,86.03604,151.2011,0.829303,113.964,200.075,0.8338646,88.36337,195.4203,0.8894646,67.41745,-0.075019,137.2372,200.075,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv__alphapose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_06_18_ID_71_state_4.csv,alphapose
