time,Nose_x,Nose_y,Nose_conf,Neck_x,Neck_y,Neck_conf,RShoulder_x,RShoulder_y,RShoulder_conf,RElbow_x,RElbow_y,RElbow_conf,RWrist_x,RWrist_y,RWrist_conf,LShoulder_x,LShoulder_y,LShoulder_conf,LElbow_x,LElbow_y,LElbow_conf,LWrist_x,LWrist_y,LWrist_conf,MidHip_x,MidHip_y,MidHip_conf,RHip_x,RHip_y,RHip_conf,RKnee_x,RKnee_y,RKnee_conf,RAnkle_x,RAnkle_y,RAnkle_conf,LHip_x,LHip_y,LHip_conf,LKnee_x,LKnee_y,LKnee_conf,LAnkle_x,LAnkle_y,LAnkle_conf,REye_x,REye_y,REye_conf,LEye_x,LEye_y,LEye_conf,REar_x,REar_y,REar_conf,LEar_x,LEar_y,LEar_conf,x_min,y_min,x_max,y_max,walk_name,fps,start_frame,width,height,patient_id,is_backward,walk_id,detector
0,105.7463,23.69877,0.274881,102.7626,32.29105,0.914211,79.35887,32.32407,0.868692,-70.89878,59.67708,,83.60007,111.2345,,120.6391,29.60548,0.846429,149.1696,65.25275,,103.1053,65.10322,,105.7574,99.99454,0.915455,88.21418,99.99655,0.85786,88.20448,147.0914,0.857815,85.31001,191.329,0.881227,111.7858,100.0035,0.857444,111.8227,147.108,0.850667,108.8127,185.4727,0.83894,102.2181,17.76519,0.239998,105.2355,17.7428,0.228243,88.24437,11.9693,0.273498,108.8315,14.83254,0.172858,-70.89878,11.9693,149.1696,191.329,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.0332745,105.3373,25.25513,0.294258,101.753,32.29236,0.90523,80.08741,32.33105,0.832194,-64.7838,59.63211,,83.99946,110.2814,,120.4938,30.23948,0.830504,149.6471,65.21945,,104.9921,66.51968,,106.1724,99.99433,0.904892,88.74366,99.99099,0.846131,87.587,147.0811,0.870459,86.09511,191.8912,0.877067,111.2563,100.009,0.873903,111.0772,147.0934,0.841649,109.908,186.6795,0.816398,101.2376,19.63866,0.257913,104.5765,18.74731,0.246303,88.96798,13.28476,0.278503,108.9287,16.34508,0.197161,-64.7838,13.28476,149.6471,191.8912,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.0665491,104.1763,26.33841,0.287347,100.7453,32.28782,0.92135,80.49347,32.33093,0.889977,-59.22144,59.58739,,83.77594,109.3174,,119.1992,30.19578,0.887201,149.5026,65.18654,,106.2744,67.95436,,105.9853,99.99297,0.932764,89.43573,99.98815,0.889148,87.41753,147.079,0.892546,86.56213,192.3054,0.911185,110.5643,100.0119,0.903274,109.9924,147.0927,0.874377,110.286,188.3838,0.873353,97.63831,21.28212,0.252502,101.5856,19.33118,0.242826,89.35607,14.55513,0.282348,108.0971,17.25907,0.196301,-59.22144,14.55513,149.5026,192.3054,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.0998236,102.8398,27.2973,0.198911,99.78966,32.28326,0.884011,80.62804,32.334,0.689378,-54.08898,59.53527,,83.09555,108.3417,,117.2772,30.10119,0.692765,148.9017,65.14629,,107.1068,69.38855,,105.3604,99.98898,0.887293,90.56688,99.98681,0.760055,87.82786,147.0837,0.797686,86.79859,192.2874,0.804094,109.4331,100.0132,0.825211,108.5898,147.0966,0.806578,109.9469,190.1117,0.772129,88.92688,22.87295,0.166158,93.6825,20.04966,0.152202,89.43221,16.32946,0.228239,106.5848,17.77714,0.19054,-54.08898,16.32946,148.9017,192.2874,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.133098,102.1232,28.35399,0.183753,99.35261,32.28239,0.883008,80.59007,32.33666,0.694493,-48.62619,59.47511,,82.73512,107.3563,,117.164,30.54748,0.675917,148.6208,65.09801,,108.2618,70.81733,,105.0591,99.98719,0.890953,91.04816,99.98702,0.755422,88.4717,147.1112,0.775777,87.01685,192.5103,0.785679,108.9518,100.013,0.814084,108.3827,147.0985,0.784313,110.6924,191.4386,0.747391,69.28716,23.81504,0.152231,74.49836,20.90509,0.140553,89.21114,18.24026,0.220205,105.7852,18.42895,0.183728,-48.62619,18.24026,148.6208,192.5103,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.166373,101.6781,29.15694,0.347912,99.36145,32.27911,0.896408,80.7015,32.32964,0.863021,-42.79026,59.41302,,82.74386,106.3684,,118.3946,31.31935,0.865099,148.7092,65.04782,,109.7871,72.24522,,105.1191,99.98806,0.937493,91.01607,99.98898,0.89058,88.95256,147.1818,0.885026,87.76357,193.2061,0.891609,108.9839,100.011,0.890494,108.8076,147.1089,0.848503,112.1595,192.2764,0.85121,20.35407,22.22759,0.311049,25.42125,19.92778,0.301447,89.5188,19.31918,0.312945,105.2672,19.15401,0.211006,-42.79026,19.15401,148.7092,193.2061,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.199647,100.333,29.79937,0.218622,99.12237,32.26825,0.881076,81.78815,32.30589,0.754693,-37.23607,59.35731,,82.46934,105.3866,,118.5658,31.85472,0.746759,148.5143,65.00401,,111.0295,73.67986,,104.8961,99.98663,0.895731,91.93878,99.99427,0.804685,89.79457,147.3412,0.832749,89.78226,193.7328,0.8375,108.0612,100.0057,0.852558,108.0835,147.1416,0.838551,111.4782,192.7528,0.803115,-106.9655,15.15205,0.183037,-102.8128,13.32244,0.171934,92.08764,18.46928,0.221865,103.024,19.24671,0.175543,-106.9655,13.32244,148.5143,193.7328,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.232922,98.97022,30.1942,0.0633852,98.40809,32.25468,0.872167,84.14218,32.26967,0.632998,-32.17828,59.30367,,81.69783,104.4068,,117.8397,32.04262,0.592372,147.8225,64.96227,,111.7751,75.11673,,104.1845,99.98274,0.875582,93.28886,100.0002,0.766395,90.36579,147.7457,0.768451,91.50788,193.9445,0.743767,106.7111,99.99982,0.760322,106.9595,147.2277,0.770539,108.7224,193.3037,0.711842,-199.0443,9.495124,0,-196.0321,7.75575,0,95.13959,17.03199,0.173095,100.4511,18.83952,0.143621,-199.0443,7.75575,147.8225,193.9445,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.266196,99.9118,30.01777,0.10853,97.95438,32.24254,0.868697,84.95993,32.25746,0.579461,-26.88378,59.23771,,81.1628,103.4146,,117.6787,32.08985,0.485583,147.3671,64.90821,,112.7572,76.54133,,103.7116,99.97475,0.884096,92.73248,99.9928,0.771917,89.40615,148.4454,,90.30149,194.0106,0.711806,107.2675,100.0072,0.75705,107.256,147.4434,,107.69,193.7577,0.737934,-106.6915,14.29585,0.0938876,-103.9912,12.36526,0.0784767,94.50443,17.94401,0.194585,101.5655,19.00397,0.149255,-106.6915,12.36526,147.3671,194.0106,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.299471,102.2718,29.87757,0.251132,98.38837,32.21478,0.894088,82.5232,32.26148,0.848302,-20.76553,59.15375,,81.45144,102.4044,,119.003,32.05259,0.862293,147.7354,64.83615,,114.563,77.94796,,104.0576,99.95167,0.944587,90.05156,99.9605,0.892767,88.15319,149.1164,0.891397,87.44824,193.9962,0.913535,109.9484,100.0395,0.873539,108.8588,147.9917,0.866296,109.8548,193.9025,0.887676,21.51145,21.83228,0.228656,24.39984,19.95806,0.20724,91.36172,20.71622,0.243769,105.6598,19.92831,0.165549,-20.76553,19.92831,147.7354,193.9962,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
0.332745,103.7014,29.7131,0.37795,99.06577,32.13498,0.919704,79.95242,32.20934,0.880679,-14.56175,59.0381,,81.82557,101.3626,,120.5697,31.89888,0.890862,148.1892,64.7324,,116.4542,79.3229,,104.4857,99.88501,0.959374,88.03405,99.88665,0.91452,87.59182,149.4308,0.907585,85.56168,193.935,0.941715,111.9659,100.1133,0.8977,110.0662,148.7469,0.903565,111.9047,193.9102,0.915411,71.04185,24.94478,0.347019,73.99542,23.41434,0.344728,89.50313,22.34734,0.313914,108.4512,20.37002,0.246097,-14.56175,20.37002,148.1892,193.935,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__openpose,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,openpose
