time,Nose_x,Nose_y,Nose_conf,LEye_x,LEye_y,LEye_conf,REye_x,REye_y,REye_conf,LEar_x,LEar_y,LEar_conf,REar_x,REar_y,REar_conf,LShoulder_x,LShoulder_y,LShoulder_conf,RShoulder_x,RShoulder_y,RShoulder_conf,LElbow_x,LElbow_y,LElbow_conf,RElbow_x,RElbow_y,RElbow_conf,LWrist_x,LWrist_y,LWrist_conf,RWrist_x,RWrist_y,RWrist_conf,LHip_x,LHip_y,LHip_conf,RHip_x,RHip_y,RHip_conf,LKnee_x,LKnee_y,LKnee_conf,RKnee_x,RKnee_y,RKnee_conf,LAnkle_x,LAnkle_y,LAnkle_conf,RAnkle_x,RAnkle_y,RAnkle_conf,x_min,y_min,x_max,y_max,walk_name,fps,start_frame,width,height,patient_id,is_backward,walk_id,detector
0,,,0.1660553,,,0.1568495,,,0.1959735,,,0.1107336,,,0.1344255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.0332745,,,0.1613983,,,0.1650359,,,0.2186115,,,0.1172724,,,0.1398957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.0665491,,,0.1793189,,,0.1670385,,,0.216621,,,0.1177981,,,0.1483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.0998236,,,0.1525847,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.133098,105.0284,34.56668,0.1975527,,,0,,,0,,,0,,,0,119.3952,31.69049,0.1390601,76.29484,30.2524,0.1416406,136.6353,56.13811,0.1768126,60.49131,57.5762,0.193061,140.9454,84.90001,0.09638421,73.42148,84.90001,0.1849751,113.6484,99.28096,0.1244092,86.3516,100.719,0.1161158,115.0851,146.7381,0.1482302,87.78824,148.1762,0.104219,115.0851,191.319,0.1245373,93.53489,195.6333,0.1197105,60.49131,30.2524,140.9454,195.6333,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.166373,104.2787,35.98931,0.1493447,108.5575,31.67398,0.1358769,100,33.11242,0.1751058,112.8362,23.04332,0.1775687,90.0163,25.92021,0.1404767,119.9674,30.23553,0.1297193,75.75378,31.67398,0.1168333,137.0824,54.68906,0.1537869,60.06507,54.68906,0.1630787,139.9349,84.89635,0.07483795,72.90131,84.89635,0.1932297,114.2625,99.28078,0.1037805,85.73748,100.7192,0.1029453,117.115,146.7494,0.1345221,87.16376,148.1878,0.09524841,117.115,189.9027,0.1145756,92.86878,194.218,0.0973756,60.06507,23.04332,139.9349,194.218,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.199647,104.2526,35.36578,0.1602061,107.0876,32.49315,0.1508089,100,32.49315,0.1809862,112.7578,23.87525,0.1930437,90.07734,25.31157,0.1575742,119.8454,31.05683,0.124701,75.90204,31.05683,0.1183108,136.8558,54.03789,0.1653238,60.30921,55.4742,0.177951,139.6908,84.20053,0.06780401,73.06702,84.20053,0.2031092,114.1753,100,0.109013,85.8247,100,0.1036751,117.0103,148.8347,0.1405022,87.24219,150.2711,0.1010285,117.0103,191.9242,0.1363207,92.91242,194.7968,0.1194519,60.30921,23.87525,139.6908,194.7968,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.232922,105.0253,37.57677,0.1842861,107.8968,34.70673,0.1632283,100.7179,34.70673,0.1897222,113.6401,26.09663,0.1942964,90.66735,27.53165,0.1560494,119.3832,31.8367,0.1279651,76.30938,33.27172,0.116932,136.6128,54.79697,0.1675271,60.51562,56.23199,0.1718686,139.4843,83.49731,0.08436088,73.4378,86.36735,0.2024953,113.6401,99.28249,0.1084782,86.35992,100.7175,0.1063604,116.5117,148.0731,0.1538756,87.79571,148.0731,0.1091743,116.5117,192.5586,0.1225576,92.10314,195.4286,0.1127708,60.51562,26.09663,139.4843,195.4286,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.266196,102.87,37.78465,0.2226683,107.175,34.92417,0.1909667,98.56499,34.92417,0.2188027,112.915,26.34274,0.1897712,89.95502,27.77298,0.1583651,120.09,32.06369,0.1278678,75.60492,32.06369,0.1049579,137.31,54.94751,0.1784843,59.81994,56.37774,0.1698066,138.745,83.55227,0.08511174,72.73492,84.9825,0.201498,114.35,99.28488,0.1058201,85.65003,100.7151,0.1043079,115.785,147.913,0.1450065,87.08501,149.3432,0.1128757,115.785,192.2504,0.1278289,92.82501,195.1108,0.1229891,59.81994,26.34274,138.745,195.1108,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.299471,102.851,39.15554,0.2008188,107.1276,33.429,0.174321,98.5744,34.86064,0.1998709,112.8297,24.8392,0.1860289,90.0213,27.70246,0.159298,121.3829,31.99737,0.1309907,77.19153,29.13411,0.1125248,137.0637,54.90352,0.1753267,60.08527,54.90352,0.1825953,138.4892,80.67293,0.04950275,72.91492,84.96784,0.2378246,114.2552,99.28418,0.1078109,85.74475,100.7158,0.1010918,115.6808,149.3914,0.1532618,87.17023,150.823,0.1159142,115.6808,192.3404,0.152531,92.87232,193.772,0.1400617,60.08527,24.8392,138.4892,193.772,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.332745,102.8451,34.18826,0.191237,107.1128,31.32688,0.1740503,98.5774,31.32688,0.1924396,112.803,22.74273,0.2039779,90.04206,24.17342,0.1665755,119.9158,29.89618,0.1127593,77.23896,29.89618,0.1235942,136.9866,49.92585,0.1990675,60.16827,52.78722,0.1813885,138.4091,79.97034,0.08667261,72.97132,82.83172,0.1917175,114.2256,100,0.09996618,85.77441,100,0.09158809,115.6482,148.6435,0.1545008,87.19691,148.6435,0.1194792,115.6482,190.1335,0.1394362,91.46466,191.5642,0.1321779,60.16827,22.74273,138.4091,191.5642,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.36602,104.9837,35.55026,0.1640858,107.8315,32.68583,0.1932612,99.28809,34.11804,0.2027961,113.5272,24.09252,0.196198,90.74457,26.95696,0.1642914,120.6468,31.25361,0.1327331,77.92926,29.82139,0.1442854,137.7338,54.16907,0.1995005,60.84223,55.60129,0.1912262,137.7338,81.38119,0.09369344,72.23358,84.24562,0.1977939,114.9511,100,0.1027843,85.04889,100,0.09458525,114.9511,148.6954,0.141138,87.89673,150.1276,0.1221202,114.9511,191.6619,0.1415577,92.16846,193.0941,0.1318214,60.84223,24.09252,137.7338,193.0941,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.399295,104.279,35.46076,0.1829663,108.558,31.15814,0.1754259,100,32.59235,0.1890027,112.837,23.98711,0.1870009,90.01563,25.42132,0.1484683,121.3951,29.72393,0.1279891,77.17853,29.72393,0.132876,138.5112,52.67123,0.2086353,60.06244,54.10543,0.1865591,138.5112,81.35533,0.09765989,72.89954,84.22375,0.2122794,114.2634,100,0.09883277,85.73657,100,0.09625269,115.6898,148.763,0.139616,87.16296,150.1972,0.09367482,114.2634,190.355,0.1306165,92.86829,193.2234,0.1300972,60.06244,23.98711,138.5112,193.2234,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.432569,103.5577,37.04815,0.1844778,107.8269,32.75598,0.1946611,99.28842,32.75598,0.1886408,113.5194,25.60236,0.1751082,89.32687,25.60236,0.1362788,120.6347,31.32526,0.1309467,76.51907,29.89453,0.1288236,137.7119,54.21684,0.2120269,60.86508,55.64756,0.1893245,137.7119,82.83132,0.08133377,72.24979,84.26204,0.1994102,114.9424,100,0.09368879,85.05759,100,0.0900265,114.9424,150.0753,0.1273962,87.90378,151.5061,0.1076029,113.5194,191.5663,0.1315627,92.17307,194.4278,0.1283227,60.86508,25.60236,137.7119,194.4278,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.465844,104.3006,35.55786,0.2089279,107.1676,31.26171,0.1918759,100,32.69376,0.1947413,114.3352,22.66942,0.1832515,89.96539,24.10147,0.155767,121.5028,29.82966,0.1191619,77.06367,28.39762,0.1278306,137.2715,51.31038,0.2253232,59.86145,54.17448,0.1705851,137.2715,79.95134,0.09783727,71.32959,81.38338,0.1984748,114.3352,100,0.0988449,85.6648,100,0.09090117,115.7687,150.1217,0.1310036,87.09827,150.1217,0.1113816,114.3352,190.219,0.1259834,91.39887,193.0831,0.1409875,59.86145,22.66942,137.2715,193.0831,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
0.499118,102.8517,35.53057,0.2027007,105.7034,32.66526,0.1656095,98.57415,32.66526,0.1807012,112.8328,22.63668,0.1512701,88.59295,25.50199,0.1286575,121.3881,28.3673,0.101427,75.76019,28.3673,0.1186566,137.0726,51.28977,0.2374803,58.64978,52.72241,0.1447887,137.0726,77.07753,0.09992152,71.48254,82.80815,0.1992802,114.2587,100,0.09185914,85.74127,100,0.07577851,114.2587,148.7102,0.1160739,85.74127,150.1429,0.1049954,112.8328,190.2572,0.1289987,90.01892,193.1225,0.1439316,58.64978,22.63668,137.0726,193.1225,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv__detectron,30,1,1920,1080,AMB65,false,AMB65.2019_06_18__14_04_31_ID_71_state_5.csv,detectron
